0,0,1.176471
0.0009765625,1.30749,1.364706
0.001953125,1.449687,1.458824
0.002929688,1.581205,1.458824
0.00390625,1.704622,0.8470588
0.004882813,1.820428,1.647059
0.005859375,1.926167,1.411765
0.006835938,2.018397,1.458824
0.0078125,2.096346,1.458824
0.008789063,2.167159,1.458824
0.009765625,2.226056,1.6
0.01074219,2.269573,1.6
0.01171875,2.299321,1.694118
0.01269531,2.314729,1.458824
0.01367188,2.317589,1.458824
0.01464844,2.305592,2.305882
0.015625,2.281657,1.458824
0.01660156,2.24108,1.411765
0.01757813,2.185394,1.364706
0.01855469,2.126875,1.458824
0.01953125,2.051798,1.270588
0.02050781,1.960363,1.458824
0.02148438,1.862636,1.411765
0.02246094,1.751914,1.458824
0.0234375,1.631279,1.411765
0.02441406,1.500867,1.223529
0.02539063,1.360312,1.458824
0.02636719,1.213061,1.458824
0.02734375,1.056942,1.458824
0.02832031,0.895306,1.458824
0.02929688,0.7297652,1.505882
0.03027344,0.5590937,1.647059
0.03125,0.3871891,1.505882
0.03222656,0.2114151,1.505882
0.03320313,0.03345019,1.458824
0.03417969,-0.1420698,2.588235
0.03515625,-0.31705,1.411765
0.03613281,-0.4899869,1.411765
0.03710938,-0.6616184,1.411765
0.03808594,-0.8270177,1.458824
0.0390625,-0.9814388,1.458824
0.04003906,-1.135197,1.458824
0.04101563,-1.28305,1.129412
0.04199219,-1.418435,1.458824
0.04296875,-1.546937,1.458824
0.04394531,-1.663636,0.9882353
0.04492188,-1.773094,1.741176
0.04589844,-1.868528,1.458824
0.046875,-1.95909,1.458824
0.04785156,-2.044249,1.458824
0.04882813,-2.096074,1.505882
0.04980469,-2.14228,1.835294
0.05078125,-2.185415,2.164706
0.05175781,-2.211163,1.552941
0.05273438,-2.227194,1.458824
0.05371094,-2.228788,1.647059
0.0546875,-2.221872,0.9411765
0.05566406,-2.199324,1.411765
0.05664063,-2.169383,1.364706
0.05761719,-2.136248,1.411765
0.05859375,-2.074069,1.458824
0.05957031,-1.998242,1.176471
0.06054688,-1.923653,1.411765
0.06152344,-1.836578,1.270588
0.0625,-1.741124,1.411765
0.06347656,-1.634836,1.458824
0.06445313,-1.520531,2.447059
0.06542969,-1.399583,1.458824
0.06640625,-1.268503,1.458824
0.06738281,-1.142711,1.458824
0.06835938,-1.000311,1.505882
0.06933594,-0.8397944,1.458824
0.0703125,-0.6885009,2.02353
0.07128906,-0.5287,1.505882
0.07226563,-0.3645856,1.458824
0.07324219,-0.201168,1.458824
0.07421875,-0.03187379,0.8470588
0.07519531,0.1340522,1.223529
0.07617188,0.3033206,1.411765
0.07714844,0.4656113,1.411765
0.078125,0.6271771,1.458824
0.07910156,0.7992134,1.364706
0.08007813,0.9586344,1.317647
0.08105469,1.110416,1.364706
0.08203125,1.261375,1.458824
0.08300781,1.402762,1.364706
0.08398438,1.537123,1.411765
0.08496094,1.664088,2.02353
0.0859375,1.781053,1.505882
0.08691406,1.885264,1.458824
0.08789063,1.977231,1.458824
0.08886719,2.065007,1.411765
0.08984375,2.137828,1.647059
0.09082031,2.194694,1.505882
0.09179688,2.244773,1.505882
0.09277344,2.274871,1.458824
0.09375,2.293583,1.458824
0.09472656,2.301833,1.035294
0.09570313,2.294267,1.458824
0.09667969,2.273606,1.411765
0.09765625,2.235391,1.458824
0.09863281,2.189638,1.364706
0.09960938,2.130915,1.458824
0.1005859,2.056488,1.411765
0.1015625,1.972033,1.176471
0.1025391,1.87516,1.458824
0.1035156,1.767287,1.411765
0.1044922,1.647254,1.882353
0.1054688,1.520272,1.364706
0.1064453,1.382704,1.458824
0.1074219,1.233517,1.458824
0.1083984,1.082902,1.411765
0.109375,0.9265929,1.458824
0.1103516,0.7614672,1.552941
0.1113281,0.592446,1.552941
0.1123047,0.4202795,1.552941
0.1132813,0.2467106,1.458824
0.1142578,0.07181285,1.082353
0.1152344,-0.1048863,1.882353
0.1162109,-0.279171,1.458824
0.1171875,-0.4558574,1.411765
0.1181641,-0.6293101,1.458824
0.1191406,-0.790964,1.411765
0.1201172,-0.9509357,1.411765
0.1210938,-1.105271,1.082353
0.1220703,-1.25167,1.458824
0.1230469,-1.3922,1.411765
0.1240234,-1.519183,1.552941
0.125,-1.641196,0.9882353
0.1259766,-1.750131,1.458824
0.1269531,-1.851853,1.458824
0.1279297,-1.953395,1.458824
0.1289063,-2.021936,1.411765
0.1298828,-2.081185,1.505882
0.1308594,-2.14121,1.458824
0.1318359,-2.180631,1.6
0.1328125,-2.213448,1.411765
0.1337891,-2.230682,1.411765
0.1347656,-2.236475,2.117647
0.1357422,-2.230099,1.458824
0.1367188,-2.211446,1.458824
0.1376953,-2.194833,1.411765
0.1386719,-2.1487,1.411765
0.1396484,-2.087177,1.411765
0.140625,-2.028637,0.9882353
0.1416016,-1.951857,1.458824
0.1425781,-1.870084,1.364706
0.1435547,-1.777427,1.458824
0.1445313,-1.673669,0.9411765
0.1455078,-1.563668,1.458824
0.1464844,-1.441119,1.411765
0.1474609,-1.323652,1.458824
0.1484375,-1.190637,1.364706
0.1494141,-1.034847,1.458824
0.1503906,-0.8889354,1.458824
0.1513672,-0.7378597,1.458824
0.1523438,-0.5778195,1.458824
0.1533203,-0.4190179,1.458824
0.1542969,-0.2529342,1.976471
0.1552734,-0.08746346,0.9411765
0.15625,0.08205508,1.411765
0.1572266,0.2463218,1.505882
0.1582031,0.4084072,1.364706
0.1591797,0.5842534,1.411765
0.1601563,0.7505553,1.035294
0.1611328,0.9102877,1.458824
0.1621094,1.067244,1.364706
0.1630859,1.217493,1.458824
0.1640625,1.36424,1.176471
0.1650391,1.502127,1.364706
0.1660156,1.632798,1.458824
0.1669922,1.750876,1.505882
0.1679688,1.859058,1.364706
0.1689453,1.96053,1.458824
0.1699219,2.051407,1.458824
0.1708984,2.126259,1.411765
0.171875,2.189069,1.458824
0.1728516,2.241977,1.458824
0.1738281,2.278694,1.458824
0.1748047,2.303621,0.8
0.1757813,2.315253,1.364706
0.1767578,2.313528,1.458824
0.1777344,2.296682,1.411765
0.1787109,2.266921,1.411765
0.1796875,2.227439,1.411765
0.1806641,2.170125,1.458824
0.1816406,2.101014,-0.09411765
0.1826172,2.021195,-0.09411765
0.1835938,1.927003,-0.09411765
0.1845703,1.822057,-0.04705882
0.1855469,1.708334,-0.09411765
0.1865234,1.585667,-0.09411765
0.1875,1.448857,-0.09411765
0.1884766,1.306733,-0.09411765
0.1894531,1.159428,-0.09411765
0.1904297,1.001242,-0.09411765
0.1914063,0.8394186,-0.09411765
0.1923828,0.6712081,-0.09411765
0.1933594,0.4998942,-0.09411765
0.1943359,0.3247544,-0.09411765
0.1953125,0.1482215,-0.09411765
0.1962891,-0.02520331,-0.09411765
0.1972656,-0.2041572,-0.09411765
0.1982422,-0.3809188,-0.04705882
0.1992188,-0.5488613,-0.09411765
0.2001953,-0.7137322,-0.09411765
0.2011719,-0.8768309,-0.09411765
0.2021484,-1.033664,-0.09411765
0.203125,-1.184012,-0.09411765
0.2041016,-1.325227,-0.04705882
0.2050781,-1.461063,-0.04705882
0.2060547,-1.584968,-0.09411765
0.2070313,-1.700383,-0.04705882
0.2080078,-1.81866,-0.09411765
0.2089844,-1.906123,-0.09411765
0.2099609,-1.980194,-0.09411765
0.2109375,-2.05682,-0.09411765
0.2119141,-2.112511,-0.09411765
0.2128906,-2.162057,-0.09411765
0.2138672,-2.198176,-0.09411765
0.2148438,-2.220875,-0.09411765
0.2158203,-2.232378,-0.09411765
0.2167969,-2.22848,-0.09411765
0.2177734,-2.228179,-0.09411765
0.21875,-2.203174,-0.09411765
0.2197266,-2.154143,-0.09411765
0.2207031,-2.110754,-0.09411765
0.2216797,-2.05191,-0.09411765
0.2226563,-1.983678,-0.09411765
0.2236328,-1.904553,-0.09411765
0.2246094,-1.812621,-0.04705882
0.2255859,-1.716516,-0.09411765
0.2265625,-1.604192,-0.09411765
0.2275391,-1.497418,-0.09411765
0.2285156,-1.378311,-0.09411765
0.2294922,-1.232881,-0.09411765
0.2304688,-1.094173,-0.09411765
